turbine_id,x_m,y_m
1,-242.924,313.524
2,-575.226,380.902
3,-472.975,880.228
4,599.952,-407.231
5,158.746,-376.231
6,-697.597,-662.400
7,-290.941,-309.229
8,-372.364,-925.359
9,998.350,47.300
10,109.061,-993.184
11,-162.325,923.939
12,-619.599,-336.516
13,804.893,587.113
14,484.024,576.010
15,-334.574,-617.799
16,612.938,-790.011
17,-929.883,-363.850
18,456.757,889.140
19,920.937,-389.312
20,-908.170,407.932
21,-995.051,-61.650
22,783.309,278.167
23,125.231,-682.565
24,149.231,940.545
