turbine_id,x_m,y_m
1,106.173,444.565
2,-216.105,540.318
3,-747.866,663.684
4,-10.243,-677.109
5,972.184,-12.534
6,-622.672,-520.294
7,401.540,-64.791
8,-451.699,-888.127
9,951.341,300.793
10,-136.357,-960.607
11,-152.090,987.835
12,-380.659,-94.729
13,732.475,678.873
14,-694.903,-29.391
15,-323.240,-600.573
16,230.045,-972.761
17,-912.731,-407.495
18,461.706,829.606
19,895.767,-317.154
20,-913.443,339.285
21,-998.114,40.835
22,640.435,379.346
23,785.040,-618.552
24,161.995,931.978
