turbine_id,x_m,y_m
1,807.375,-589.882
2,-319.255,-184.566
3,-925.425,-33.129
4,76.026,952.596
5,656.653,310.718
6,297.788,-954.429
7,-406.921,-578.766
8,-439.114,-895.017
9,403.974,914.369
10,-811.041,584.613
11,417.774,605.177
12,-779.219,-618.835
13,479.330,-549.684
14,595.877,-64.800
15,-302.536,440.825
16,728.803,621.245
17,992.597,-54.139
18,-302.421,129.241
19,-880.840,281.332
20,-930.987,-344.252
21,-108.646,-992.732
22,-281.376,959.300
23,961.985,260.511
24,-2.111,-566.936
