Dataset,Radius,Turbines,Algorithm,Seed,Linear,Ideal,Cubic,IdealCubic,CubicCutout,IdealCubicCutout,GaussLoss004,GaussLoss0022,JensenLoss,MinSpacing,Feas5D,Feas6D
1,500,4,DE,20,56053.990679432514,56182.949478939314,46273.006638038794,46425.34620769364,44081.61084296317,44203.234916733825,171.06591580068198,115.81045316114614,128.95879950679955,538.6400571302441,True,True
1,500,4,DE,21,56051.567261549644,56182.949478939314,46270.70701074853,46425.34620769364,44078.28574530299,44203.234916733825,310.42960350654903,316.23214165691024,131.38221738966968,405.62804796008584,True,False
1,500,4,DE,22,56027.01409098027,56182.949478939314,46242.04822543096,46425.34620769364,44053.95372167355,44203.234916733825,221.78008383038105,268.72052361941314,155.9353879590417,390.94346352663086,True,False
1,500,4,DE,23,56036.61919960934,56182.949478939314,46253.61502886239,46425.34620769364,44062.487636594655,44203.234916733825,257.45858936397417,319.52462414604815,146.33027932997356,392.64047572596525,True,False
1,500,4,DE,24,56035.624147940136,56182.949478939314,46251.26250823206,46425.34620769364,44064.608736048096,44203.234916733825,166.6433030262706,286.5233970952031,147.32533099917782,483.45113676600437,True,True
1,500,4,DE,25,56068.361246498185,56182.949478939314,46289.82726931979,46425.34620769364,44095.74765380907,44203.234916733825,229.31389720767038,272.1341724441154,114.58823244112864,550.5400232240585,True,True
1,500,4,DE,26,56056.70184296791,56182.949478939314,46276.28673155352,46425.34620769364,44084.07296746734,44203.234916733825,186.05823142587178,206.7407906738008,126.24763597140554,503.0172603885564,True,True
1,500,4,DE,27,56014.00451161199,56182.949478939314,46226.3881270831,46425.34620769364,44042.56864114785,44203.234916733825,318.62668780743115,422.179768333488,168.9449673273266,400.25984304533,True,False
1,500,4,DE,28,56062.12150785694,56182.949478939314,46283.49445235383,46425.34620769364,44087.359305366976,44203.234916733825,252.57090420038003,300.39546698475897,120.82797108237719,364.2047095096978,False,False
1,500,4,DE,29,56001.95898084936,56182.949478939314,46212.99324673276,46425.34620769364,44029.15048830373,44203.234916733825,231.77662274354952,281.193365288309,180.99049808995187,398.8728245252867,True,False
1,500,4,DE,30,56034.64576370229,56182.949478939314,46250.50583863082,46425.34620769364,44062.58049988209,44203.234916733825,232.1024654204084,276.1894349054055,148.30371523702343,460.88706916112653,True,False
1,500,4,LXSSA,1,56087.41856217907,56182.949478939314,46312.48901006514,46425.34620769364,44113.20973549051,44203.234916733825,200.42504718400596,135.7834150986164,95.53091676024633,578.2028592266495,True,True
1,500,4,LXSSA,2,56086.50627179924,56182.949478939314,46311.10692052834,46425.34620769364,44113.27965267927,44203.234916733825,124.55581850327872,109.89907089940243,96.44320714007335,637.5216445359057,True,True
1,500,4,LXSSA,3,56106.26356891655,56182.949478939314,46334.79499933885,46425.34620769364,44131.02488669082,44203.234916733825,196.7445009222065,181.1991590850448,76.68591002276662,445.28491450738295,True,False
1,500,4,LXSSA,4,56040.654507320156,56182.949478939314,46258.23495893752,46425.34620769364,44066.60463468624,44203.234916733825,188.40682599451975,305.36526322550344,142.29497161915788,398.6860210579391,True,False
1,500,4,LXSSA,5,56085.083074180424,56182.949478939314,46309.745330386126,46425.34620769364,44110.9684942672,44203.234916733825,131.97323141147353,157.68617473016639,97.86640475888998,506.43658054572995,True,True
1,500,4,LXSSA,6,56112.41003664398,56182.949478939314,46341.968562418406,46425.34620769364,44136.83111090497,44203.234916733825,170.77253050449508,133.36926805941766,70.53944229533226,611.797343322817,True,True
1,500,4,LXSSA,7,56102.57510569244,56182.949478939314,46330.25490460921,46425.34620769364,44127.849969320436,44203.234916733825,113.37337119537551,69.81016149269271,80.37437324687198,664.2280057140771,True,True
