Algorithm,Dataset,Radius,Turbines,Seed,Calls,Objective,Ideal,WakeLoss,Feasible,MinSpacing,Seconds,Coordinates,Curve
LXBV25,1,1000,10,15,6030,139464.24317418347,140457.3736973483,993.1305231648148,True,433.9155101575271,2.619407164999757,-273.586 880.152;503.289 -864.081;-24.170 472.960;228.834 -527.991;-699.475 648.293;-942.855 -328.910;273.339 961.413;-492.337 168.296;574.068 -167.547;-272.483 -404.775,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;136399.293;136399.293;136566.493;138121.737;138157.499;138337.918;138340.540;138559.651;138562.652;138562.966;138564.627;138564.753;138568.088;138568.088;138570.745;138570.745;138571.495;138571.495;138571.495;138571.533;138571.610;138571.610;138572.437;138572.437;138572.437;138572.438;138572.438;138572.439;138856.969;138908.103;138962.768;138989.310;139014.120;139014.120;139014.120;139032.521;139032.521;139038.686;139048.103;139054.714;139064.131;139064.437;139071.570;139073.238;139073.638;139076.408;139076.845;139077.269;139077.620;139077.860;139077.860;139077.860;139078.927;139080.302;139080.302;139081.326;139082.347;139083.353;139086.421;139087.071;139088.076;139088.444;139088.444;139088.444;139090.696;139091.198;139091.273;139091.365;139091.860;139092.117;139092.427;139092.609;139092.755;139092.830;139092.830;139092.830;139093.165;139093.290;139093.409;139093.535;139093.606;139093.739;139093.739;139093.811;139093.853;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139093.878;139111.878;139111.878;139139.113;139162.727;139355.525;139357.038;139378.781;139399.298;139400.396;139400.396;139400.396;139412.291;139415.444;139415.444;139420.775;139423.834;139428.522;139433.157;139433.157;139434.731;139434.731;139435.897;139438.966;139439.905;139441.092;139441.092;139441.981;139442.835;139443.336;139443.336;139444.496;139444.496;139445.195;139447.264;139447.296;139447.296;139449.303;139449.303;139454.095;139454.095;139454.095;139454.447;139454.937;139456.079;139456.569;139457.090;139457.610;139457.610;139457.863;139457.863;139458.104;139458.623;139459.107;139459.107;139459.335;139459.498;139459.498;139459.738;139460.546;139460.683;139460.923;139461.182;139461.985;139462.002;139462.242;139462.499;139462.755;139463.312;139463.552;139463.807;139463.866;139463.928;139464.184;139464.243
LXBV25,1,1000,10,16,6030,139866.65830438148,140457.3736973483,590.7153929668129,True,396.98351998006,2.514160726999762,266.724 -350.215;-91.652 -520.985;995.058 -66.766;-916.508 377.812;-580.361 -787.595;-770.778 -70.337;79.773 -948.062;456.672 34.631;726.586 331.137;715.545 -582.008,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;136891.899;136891.899;137924.731;137924.731;137924.731;137924.731;137924.731;137924.731;137924.731;137924.731;138081.436;138081.436;138096.027;138110.025;138115.586;138118.693;138119.738;138119.738;138121.290;138121.290;138122.511;138122.511;138122.644;138122.644;138125.508;138125.508;138126.082;138126.082;138126.082;138126.084;138126.084;138126.085;138543.598;138604.037;138615.817;138615.817;138626.163;139330.935;139330.935;139335.179;139349.621;139349.621;139350.117;139374.584;139374.584;139381.798;139381.798;139388.860;139388.860;139410.788;139410.788;139412.331;139413.107;139414.529;139414.529;139415.896;139416.613;139417.908;139417.908;139418.592;139419.820;139419.820;139419.820;139425.063;139425.907;139430.409;139430.918;139431.247;139432.164;139432.164;139432.325;139433.046;139433.859;139433.859;139434.014;139434.723;139435.197;139435.197;139435.347;139436.038;139436.181;139436.181;139436.339;139436.522;139436.829;139437.059;139437.217;139437.217;139437.857;139437.857;139440.319;139442.756;139442.756;139442.832;139444.193;139444.343;139444.715;139445.773;139447.121;139447.268;139447.640;139448.685;139450.019;139450.135;139450.326;139450.402;139450.592;139450.705;139450.782;139451.094;139451.094;139451.313;139451.685;139451.685;139452.055;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139452.066;139463.344;139482.053;139482.053;139486.467;139499.329;139503.278;139503.278;139505.571;139535.767;139538.489;139573.034;139574.791;139577.968;139594.150;139595.885;139605.591;139606.561;139606.561;139606.561;139612.452;139623.281;139623.281;139628.074;139631.140;139631.140;139633.733;139795.182;139795.182;139830.190;139830.190;139854.596;139854.596;139857.141;139857.512;139857.831;139859.219;139862.167;139862.543;139862.543;139862.543;139862.777;139863.988;139864.224;139864.665;139864.898;139864.908;139865.337;139865.641;139866.284;139866.284;139866.287;139866.287;139866.658
LXBV25,1,1000,10,17,6030,139683.92248652794,140457.3736973483,773.4512108203489,True,407.72346680101464,2.5628300430007585,537.231 517.105;-523.998 -801.028;-225.875 387.632;32.749 -240.531;-713.566 -440.055;755.724 -295.242;299.102 147.661;-566.660 664.888;952.657 294.209;318.185 -945.808,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;137094.559;138139.823;138722.836;138722.836;138741.289;138900.849;139074.365;139074.365;139074.365;139113.181;139113.181;139173.396;139174.694;139184.498;139186.045;139187.101;139187.101;139187.101;139187.945;139187.945;139187.945;139187.974;139187.974;139188.005;139188.005;139188.016;139188.081;139188.081;139188.081;139188.082;139188.082;139188.082;139239.765;139267.675;139301.926;139319.553;139351.627;139351.627;139361.079;139410.275;139410.275;139410.275;139425.798;139429.975;139433.572;139435.147;139436.755;139439.551;139441.146;139455.514;139455.514;139459.425;139462.598;139491.798;139494.973;139497.922;139500.429;139500.429;139516.321;139516.321;139516.473;139517.567;139518.738;139518.738;139520.967;139523.330;139523.731;139525.074;139525.967;139532.224;139532.533;139532.849;139533.167;139533.528;139534.149;139534.149;139536.345;139536.642;139538.802;139538.802;139539.072;139539.323;139539.553;139539.553;139539.755;139539.964;139540.149;139542.276;139542.844;139543.045;139559.095;139559.120;139559.311;139561.588;139561.588;139563.835;139563.835;139564.891;139565.492;139565.905;139576.662;139585.180;139585.286;139585.589;139585.997;139587.107;139587.213;139587.509;139587.616;139588.717;139589.041;139589.041;139589.145;139589.145;139589.195;139589.347;139589.546;139589.596;139590.143;139590.166;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139590.216;139598.651;139620.661;139620.661;139627.103;139629.030;139635.469;139641.464;139641.464;139659.433;139663.045;139664.176;139668.200;139671.807;139671.807;139674.811;139674.811;139674.811;139676.284;139676.439;139677.243;139677.818;139678.382;139678.590;139679.134;139680.626;139681.012;139681.358;139681.871;139683.331;139683.717;139683.922
LXBV25,1,1000,10,18,6030,139142.85222674542,140457.3736973483,1314.5214706028637,True,383.3261191584319,2.5650348859999212,443.686 329.827;-513.341 856.623;-796.900 351.751;-484.853 -417.604;294.198 844.467;-112.910 -917.270;935.213 23.241;-603.439 -797.379;124.077 -202.813;-134.835 796.023,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;136051.582;136051.582;136051.582;136051.582;136051.582;136082.198;136630.141;136630.141;137149.669;137472.760;137642.507;137642.507;137643.690;137668.439;137671.430;137673.966;137674.716;137675.050;137675.390;137675.676;137675.776;137675.883;137676.032;137676.032;137676.461;137676.461;137680.413;137680.413;137680.981;137680.981;137682.086;137682.086;137905.099;138256.157;138598.521;138598.521;138692.185;138739.318;138749.270;138777.633;138825.492;138860.122;138869.942;138896.544;138905.459;138913.120;138957.860;138957.860;138975.880;138985.307;138992.919;138998.395;139009.494;139009.494;139011.121;139027.235;139030.108;139032.239;139034.695;139035.049;139037.500;139039.316;139039.316;139056.061;139061.571;139061.571;139063.817;139063.817;139068.081;139070.089;139073.899;139073.899;139075.074;139075.906;139080.093;139081.586;139085.801;139087.770;139088.581;139088.581;139089.357;139091.307;139091.307;139091.746;139095.871;139099.981;139100.713;139101.969;139105.714;139106.539;139106.539;139107.571;139110.069;139110.069;139110.512;139114.563;139114.563;139114.811;139115.957;139115.957;139116.518;139117.551;139118.119;139118.901;139119.456;139119.853;139120.405;139120.543;139121.076;139121.489;139122.021;139122.123;139122.545;139122.945;139122.945;139123.437;139125.247;139125.247;139125.380;139126.537;139126.537;139126.540;139127.564;139127.564;139128.533;139128.996;139129.204;139130.334;139130.650;139130.857;139131.062;139131.062;139131.263;139131.463;139131.463;139132.358;139133.249;139133.445;139134.135;139134.332;139134.568;139134.762;139135.449;139136.325;139136.519;139137.479;139137.479;139137.586;139138.539;139138.539;139138.609;139138.677;139138.677;139139.238;139139.742;139139.742;139140.178;139140.277;139140.410;139140.410;139140.508;139140.606;139140.606;139140.702;139140.818;139140.913;139141.253;139141.686;139141.782;139141.782;139141.897;139142.329;139142.760;139142.760;139142.813;139142.847;139142.847;139142.850;139142.852;139142.852;139142.852;139142.852
LXBV25,1,1000,10,19,6030,139967.80631564563,140457.3736973483,489.56738170265453,True,381.92816732478025,2.576477894999698,-883.776 445.286;277.147 956.250;117.297 609.383;-170.393 25.811;538.476 -106.541;725.553 -679.899;-576.842 -669.477;-156.449 -925.000;930.998 -169.992;-888.506 -387.749,nan;nan;nan;nan;nan;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137847.839;137848.249;138721.531;138721.531;138766.859;138766.859;138781.132;138781.132;138871.712;138920.352;138943.534;138943.534;138948.051;138995.479;138995.479;138997.208;138997.208;138997.979;138997.979;138998.070;138998.070;138998.070;138998.121;138998.632;138998.632;138998.939;138998.939;138999.120;138999.120;138999.120;138999.120;139044.634;139079.320;139105.133;139105.133;139138.051;139158.354;139189.872;139189.872;139391.176;139406.546;139411.570;139411.570;139450.118;139451.794;139453.187;139453.187;139476.380;139482.929;139482.929;139482.929;139496.495;139496.495;139496.815;139514.437;139515.125;139521.510;139528.777;139543.660;139543.949;139543.949;139544.000;139544.907;139545.152;139545.816;139546.175;139546.175;139546.225;139546.275;139546.275;139546.275;139548.396;139548.487;139548.959;139549.293;139549.615;139549.706;139550.030;139550.357;139550.670;139550.760;139551.066;139551.275;139551.364;139551.454;139551.478;139551.478;139551.478;139552.182;139552.227;139552.440;139552.485;139552.720;139552.885;139552.885;139552.929;139552.967;139552.967;139553.667;139554.364;139554.399;139554.399;139554.404;139555.451;139555.484;139555.699;139555.721;139555.733;139555.777;139555.777;139555.782;139556.826;139556.858;139557.074;139557.094;139569.818;139569.830;139569.956;139570.068;139570.080;139570.084;139571.125;139571.125;139571.129;139571.364;139572.403;139572.403;139572.414;139572.650;139572.650;139572.653;139572.664;139572.899;139572.899;139572.901;139572.902;139573.136;139573.146;139573.369;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139573.381;139639.921;139639.921;139675.700;139677.514;139680.601;139680.601;139814.821;139861.123;139877.133;139880.824;139890.719;139894.561;139912.607;139916.291;139916.291;139938.182;139938.300;139941.359;139941.359;139941.359;139941.460;139943.268;139944.617;139944.718;139945.387;139966.921;139966.921;139966.921;139967.806
LXBV25,1,1000,10,20,6030,139655.47189410028,140457.3736973483,801.901803248009,True,350.54599690272084,2.5876580770000146,182.127 -428.131;-408.440 -656.155;-536.289 -232.524;-760.725 648.669;761.136 -577.264;18.884 -998.472;737.997 543.195;560.099 -120.654;545.949 836.452;-11.042 225.930,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;135451.209;135451.209;135451.209;135451.209;135451.209;135451.209;136963.523;136963.523;137751.514;137751.514;137751.514;137954.743;138007.211;138624.176;138624.176;138624.176;138703.804;138731.308;138731.308;138738.734;138738.734;138742.517;138742.517;138744.068;138744.204;138767.210;138767.210;138767.505;138767.505;138767.617;138767.617;138767.660;138767.663;138767.678;138767.774;138767.774;138767.774;138767.777;138767.777;138767.777;138835.031;138844.212;139099.521;139489.253;139526.372;139527.896;139548.074;139548.074;139556.794;139556.794;139559.801;139573.000;139581.140;139582.128;139582.128;139582.128;139582.582;139583.392;139584.558;139585.056;139585.398;139585.398;139593.231;139593.231;139596.019;139596.732;139597.749;139599.789;139600.792;139608.951;139609.624;139609.940;139612.620;139613.292;139614.266;139616.243;139617.204;139619.819;139620.489;139620.767;139623.351;139624.019;139624.953;139625.208;139625.976;139626.737;139627.551;139627.647;139628.312;139628.997;139631.947;139634.194;139634.859;139635.597;139636.314;139636.314;139637.012;139637.689;139647.325;139647.325;139647.382;139647.935;139648.342;139648.342;139650.837;139650.876;139650.896;139650.896;139650.896;139652.132;139652.328;139653.559;139653.559;139653.834;139653.836;139654.447;139654.678;139654.859;139654.862;139655.470;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472;139655.472
LXBV25,1,1000,10,21,6030,139472.15459669352,140457.3736973483,985.2191006547655,True,323.99119151938703,2.5533465529997557,301.420 178.458;-157.181 -644.105;-572.311 -676.772;-593.075 503.408;52.237 -159.449;65.491 784.881;-823.554 -399.630;734.349 228.672;-807.238 260.294;589.883 -223.789,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;136676.960;136676.960;136676.960;136676.960;136676.960;136676.960;136676.960;136676.960;138133.133;138252.950;138252.950;138359.264;138402.111;138506.730;139175.952;139175.952;139266.744;139266.744;139266.744;139268.618;139268.618;139314.306;139314.306;139314.640;139316.673;139316.673;139317.147;139317.147;139317.316;139317.316;139317.356;139317.356;139317.356;139317.359;139317.428;139317.428;139317.428;139317.428;139332.501;139350.806;139369.957;139379.889;139384.795;139384.795;139389.343;139389.343;139389.343;139399.292;139399.292;139407.292;139413.838;139413.838;139420.044;139422.866;139422.866;139423.517;139425.505;139426.031;139427.426;139427.434;139428.298;139429.156;139429.156;139429.700;139430.245;139431.087;139431.916;139431.916;139432.456;139433.573;139433.573;139434.973;139435.398;139436.347;139439.346;139440.293;139440.439;139449.028;139449.972;139450.118;139452.975;139452.975;139454.348;139455.702;139455.702;139456.645;139459.439;139459.439;139459.981;139461.079;139461.079;139461.606;139462.277;139462.994;139463.693;139464.363;139465.033;139465.033;139465.699;139465.699;139466.239;139466.495;139466.903;139466.903;139467.308;139467.354;139467.354;139467.686;139468.365;139468.365;139468.696;139468.932;139468.932;139469.608;139469.611;139469.955;139470.004;139470.007;139470.208;139470.247;139470.448;139470.533;139470.732;139470.772;139470.971;139470.971;139471.302;139471.632;139471.632;139471.762;139471.762;139472.025;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155;139472.155
LXBV25,1,1000,10,22,6030,139904.47466917348,140457.3736973483,552.899028174812,True,404.01666821767225,2.6500200969994694,-431.413 26.181;-656.886 -575.587;846.580 -531.121;37.085 986.072;25.299 -310.540;-914.481 330.626;264.944 146.498;659.087 57.723;-182.146 -980.084;-621.229 747.722,nan;nan;nan;nan;nan;nan;nan;nan;nan;136971.222;136971.222;136971.222;136971.222;137703.318;137703.318;137703.318;137703.318;137808.247;137808.247;137808.247;137808.247;138502.842;138502.842;138502.842;139238.891;139661.347;139758.500;139758.500;139758.500;139787.887;139790.225;139790.225;139790.858;139790.884;139791.253;139791.295;139791.344;139791.344;139791.385;139791.385;139791.416;139791.686;139791.686;139791.894;139791.894;139791.968;139791.968;139791.980;139791.980;139791.980;139791.980;139809.321;139818.054;139831.137;139831.137;139835.199;139862.151;139862.151;139862.151;139870.408;139876.522;139877.871;139880.560;139881.950;139883.177;139883.177;139886.741;139886.741;139890.680;139894.445;139894.445;139895.410;139896.007;139896.007;139896.444;139896.444;139897.236;139897.236;139898.093;139898.292;139898.496;139898.688;139898.755;139899.453;139900.145;139900.145;139900.145;139900.537;139900.679;139901.098;139901.180;139901.442;139901.584;139901.804;139901.863;139902.081;139902.222;139902.568;139902.641;139902.834;139902.976;139903.188;139903.307;139903.449;139903.449;139903.540;139903.629;139903.666;139903.666;139903.699;139903.699;139903.893;139904.122;139904.122;139904.330;139904.460;139904.460;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475;139904.475
LXBV25,1,1000,10,23,6030,139826.6498464295,140457.3736973483,630.7238509187882,True,412.92764570275165,2.6211080419998325,902.902 -415.880;100.826 62.690;313.300 842.851;-579.696 -611.157;-887.160 -183.052;-264.881 254.439;351.590 -549.007;-235.934 -970.278;648.025 484.463;-607.090 794.212,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;135010.422;136324.931;137560.100;137560.100;138560.552;138828.726;138828.726;138832.631;138920.509;138920.509;138948.372;138949.913;138964.818;138985.540;138985.540;138985.540;138987.180;138987.188;138987.363;138988.789;138988.789;138990.053;138990.053;138991.406;138991.406;138991.562;138991.562;138992.840;138992.840;138993.177;138993.177;138993.177;138993.177;139277.049;139290.437;139421.543;139452.468;139465.786;139473.136;139473.136;139488.858;139493.136;139644.387;139644.387;139672.640;139676.598;139693.975;139693.975;139693.975;139708.310;139732.295;139734.048;139735.092;139736.842;139737.226;139737.226;139753.209;139754.557;139758.852;139761.752;139765.901;139767.244;139770.887;139770.887;139772.022;139772.446;139775.991;139779.040;139780.110;139780.534;139783.917;139784.523;139787.819;139788.243;139789.234;139792.025;139806.914;139807.322;139807.637;139808.386;139816.966;139818.204;139818.498;139818.498;139818.498;139818.838;139820.508;139820.532;139820.728;139820.752;139820.752;139821.052;139821.052;139821.195;139821.301;139821.716;139821.716;139821.858;139821.963;139822.377;139822.377;139822.517;139822.622;139823.034;139823.034;139823.139;139823.150;139823.343;139823.343;139823.489;139823.501;139824.001;139824.001;139824.145;139824.157;139824.168;139824.299;139824.310;139824.322;139824.461;139824.768;139824.958;139824.969;139825.158;139825.158;139825.295;139825.307;139825.318;139825.442;139825.454;139825.454;139825.547;139825.612;139825.746;139825.839;139825.957;139826.013;139826.107;139826.200;139826.205;139826.274;139826.407;139826.413;139826.484;139826.546;139826.551;139826.644;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650;139826.650
LXBV25,1,1000,10,24,6030,138936.7075496994,140457.3736973483,1520.6661476488807,True,376.6849120156504,2.5276355949999925,179.036 960.593;419.651 -307.348;-791.204 -611.102;-810.301 418.016;-90.670 -131.951;-75.708 617.792;640.221 -612.700;644.127 156.761;782.094 613.072;186.372 -626.654,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;135346.439;135346.439;136890.307;136890.307;136890.307;137618.500;137618.500;137983.117;138027.584;138116.506;138116.506;138142.052;138156.817;138156.817;138156.817;138158.712;138193.495;138193.495;138211.901;138211.901;138299.575;138299.575;138299.575;138299.646;138512.257;138512.257;138512.257;138512.261;138512.959;138512.959;138520.733;138520.733;138631.825;138650.309;138650.309;138656.103;138656.103;138666.564;138672.170;138688.238;138708.925;138718.436;138718.436;138718.436;138722.266;138727.119;138727.476;138729.547;138736.921;138737.287;138745.462;138746.817;138747.183;138748.161;138748.518;138756.305;138760.747;138761.111;138761.111;138762.057;138762.330;138765.088;138765.418;138765.418;138772.571;138772.934;138773.942;138777.232;138777.595;138778.538;138785.474;138785.474;138786.400;138786.754;138786.754;138787.687;138787.953;138788.292;138800.198;138800.198;138804.485;138804.831;138808.437;138808.437;138809.339;138809.599;138809.931;138817.370;138821.553;138821.884;138825.440;138825.440;138826.319;138826.568;138826.568;138834.183;138838.202;138840.468;138841.709;138843.970;138844.288;138844.613;138845.523;138845.523;138846.399;138846.454;138846.614;138848.175;138848.230;138848.330;138848.330;138848.378;138870.145;138870.145;138870.305;138873.901;138875.871;138876.981;138877.754;138878.702;138881.891;138882.097;138885.472;138885.472;138892.777;138911.115;138911.978;138912.237;138913.127;138913.332;138921.930;138922.640;138923.004;138923.210;138923.371;138923.857;138924.019;138924.222;138924.222;138924.859;138924.973;138925.129;138925.150;138925.264;138925.888;138925.888;138926.503;138927.109;138927.109;138927.217;138927.217;138928.295;138929.132;138929.232;138929.560;138929.659;138929.721;138929.721;138931.796;138932.593;138933.422;138934.405;138934.405;138934.589;138934.589;138935.117;138935.117;138935.268;138935.317;138935.439;138935.439;138935.467;138936.682;138936.682;138936.708;138936.708;138936.708;138936.708;138936.708;138936.708;138936.708;138936.708
LXBV25,1,1000,10,25,6030,138872.12239764212,140457.3736973483,1585.2512997061713,True,390.89277224665227,2.5086173640002016,134.770 371.526;326.044 -945.208;147.483 -540.714;-456.024 6.077;325.708 -85.311;533.574 549.777;-579.013 -813.608;-995.822 89.521;-201.553 -961.021;-162.471 -252.038,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;136229.667;136229.667;136229.667;136229.667;136229.667;136229.667;136229.667;136229.667;136309.485;136309.485;136309.485;136309.485;136309.485;136517.394;136517.394;136546.366;136579.539;136776.253;136776.253;136776.253;136776.464;136779.952;136834.679;136834.679;136860.645;136860.645;136952.467;136952.467;136952.467;136952.541;137214.643;137214.643;137214.643;137214.653;137238.706;137238.706;137238.982;137238.982;137309.122;137354.108;137428.327;137450.674;137506.665;137542.235;137542.235;137561.401;137568.094;137568.094;137574.013;137576.220;137672.508;137729.731;138266.809;138326.208;138356.011;138356.011;138369.123;138388.876;138412.950;138412.950;138414.134;138423.117;138423.117;138595.894;138595.894;138602.328;138606.076;138620.817;138667.362;138667.362;138669.769;138669.769;138669.934;138669.934;138673.318;138681.867;138684.122;138685.257;138692.838;138695.079;138703.517;138703.517;138706.767;138713.914;138716.130;138717.098;138720.250;138722.464;138730.645;138730.682;138733.742;138735.958;138744.410;138744.410;138752.650;138754.678;138756.520;138761.282;138768.127;138770.147;138770.936;138772.966;138779.665;138792.774;138794.825;138794.825;138796.797;138797.948;138798.706;138798.706;138800.062;138803.255;138803.255;138806.002;138806.134;138807.066;138810.827;138810.827;138811.560;138812.138;138814.507;138817.217;138817.748;138817.857;138822.194;138822.194;138826.930;138827.514;138827.514;138828.074;138828.074;138828.425;138829.719;138832.381;138832.911;138832.911;138833.230;138834.535;138837.153;138837.181;138837.181;138840.112;138840.112;138840.116;138842.963;138842.963;138844.191;138844.846;138845.972;138847.491;138847.980;138849.506;138851.021;138851.021;138852.525;138853.007;138854.499;138854.499;138854.837;138854.837;138856.202;138857.547;138857.547;138857.723;138859.842;138859.842;138861.145;138861.473;138861.473;138862.800;138862.800;138862.959;138865.084;138865.084;138866.378;138866.399;138866.536;138867.182;138868.466;138868.486;138868.623;138869.265;138870.538;138870.559;138870.559;138871.877;138871.877;138872.122
LXBV25,1,1000,10,26,6030,138425.07670085272,140457.3736973483,2032.29699649557,True,335.7736627124844,2.5257929020008305,773.472 625.527;-150.278 671.830;213.580 -397.622;-298.503 -270.112;130.099 487.078;39.173 -47.896;942.609 33.426;377.363 -925.952;470.639 -110.560;-474.978 -879.995,nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;133894.725;133894.725;133894.725;133894.725;133894.725;133894.725;134223.684;134223.684;137318.991;137318.991;137318.991;137318.991;137318.991;137318.991;137333.199;137333.199;137333.199;137374.982;137392.062;137401.654;137401.654;137465.746;137470.666;137470.666;137470.666;137470.915;137471.181;137471.433;137471.531;137471.614;137472.543;137472.543;137474.490;137474.490;137474.490;137474.495;137474.662;137474.662;137474.662;137474.663;137593.251;137615.978;137654.381;137698.389;137731.611;137749.490;137783.880;137783.880;137786.451;137866.923;137907.395;137915.417;138100.720;138197.759;138201.308;138241.913;138247.612;138251.105;138266.599;138269.680;138271.238;138274.730;138308.313;138308.313;138311.588;138314.665;138314.665;138314.665;138315.389;138316.858;138318.284;138318.284;138318.508;138318.508;138341.127;138342.271;138344.955;138355.904;138358.560;138358.560;138359.337;138361.151;138361.802;138363.934;138364.312;138365.292;138366.072;138367.250;138367.629;138367.984;138368.753;138368.753;138369.494;138369.853;138370.836;138370.847;138371.614;138371.966;138372.696;138372.696;138373.041;138374.022;138374.739;138374.739;138374.739;138375.696;138376.996;138377.518;138378.817;138384.218;138384.388;138385.050;138385.874;138386.044;138386.509;138386.731;138387.121;138387.292;138387.646;138390.376;138390.731;138391.191;138391.360;138391.360;138391.712;138392.061;138392.228;138392.228;138392.575;138392.575;138393.216;138393.475;138393.884;138394.074;138394.714;138394.714;138397.380;138398.018;138398.654;138400.672;138401.309;138403.952;138404.587;138404.587;138407.218;138407.851;138408.040;138410.470;138410.664;138412.170;138412.343;138412.397;138412.591;138412.763;138412.956;138414.282;138414.474;138414.591;138414.783;138414.892;138415.083;138415.167;138415.357;138415.463;138415.652;138415.735;138415.923;138415.990;138416.074;138417.564;138417.735;138419.046;138419.130;138419.356;138419.581;138419.581;138421.055;138422.522;138422.605;138422.605;138424.064;138424.235;138424.317;138424.317;138424.488;138424.657;138424.739;138424.739;138424.908;138425.077
