Algorithm,Dataset,Radius,Turbines,Seed,Calls,Objective,Ideal,WakeLoss,Feasible,MinSpacing,Seconds,Coordinates,Curve
BVNS,2,750,5,20,6030,36406.194598806585,36576.89197342332,170.69737461673503,True,555.5074589502232,1.9530193770000324,-499.257 -558.955;703.125 -260.146;-524.398 102.555;625.644 390.050;-387.839 641.016,35723.921;35944.437;35964.252;35985.359;36003.515;36026.450;36029.292;36040.510;36047.046;36052.374;36055.140;36060.348;36061.786;36065.208;36066.537;36069.728;36070.958;36072.056;36073.918;36076.212;36077.112;36078.580;36079.154;36079.722;36081.001;36082.278;36082.826;36083.529;36083.950;36084.498;36084.769;36085.450;36085.450;36086.024;36086.387;36086.724;36086.856;36087.190;36087.190;36087.509;36087.638;36087.803;36087.869;36111.090;36117.028;36123.131;36138.221;36143.847;36146.967;36148.136;36152.572;36157.513;36162.810;36166.819;36167.428;36168.163;36168.163;36169.298;36170.120;36171.354;36172.536;36173.079;36174.230;36175.423;36176.527;36176.738;36177.753;36177.937;36177.968;36178.259;36178.526;36178.816;36178.896;36178.896;36178.896;36178.896;36178.896;36178.896;36178.896;36178.896;36178.896;36178.896;36224.859;36232.469;36236.970;36278.222;36278.576;36286.246;36296.391;36297.238;36300.326;36301.151;36330.278;36331.226;36331.611;36332.134;36332.318;36332.355;36332.480;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36332.514;36402.229;36402.973;36402.973;36404.161;36404.920;36405.182;36405.411;36405.464;36405.652;36405.789;36405.984;36406.052;36406.181;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195;36406.195
BVNS,2,750,5,21,6030,36270.31188191762,36576.89197342332,306.58009150569706,True,442.7312755741736,1.9913931730000058,315.869 -68.415;-333.315 594.970;-662.378 -349.618;-515.682 163.812;673.152 -329.872,35747.637;35777.499;35777.499;35794.052;35800.382;35807.626;35813.639;35820.450;35826.169;35832.579;35838.023;35844.361;35849.250;35855.522;35858.151;35861.231;35862.271;35891.775;35938.889;35940.263;35941.159;35943.197;35943.696;35945.783;35948.195;35948.750;35951.122;35953.538;35953.999;35956.378;35956.826;35958.802;35959.606;35961.558;35963.772;35964.267;35966.447;35968.674;35969.078;35971.272;35971.665;35973.827;35974.210;35976.039;35976.713;35978.522;35980.531;35980.966;35982.949;35984.987;35985.344;35987.088;35989.019;35991.004;35991.346;36082.695;36083.090;36084.307;36085.005;36246.942;36247.327;36247.665;36248.036;36248.362;36248.590;36248.907;36248.999;36249.156;36249.820;36249.974;36251.169;36252.439;36252.805;36254.048;36254.411;36254.912;36255.274;36255.772;36256.128;36256.621;36257.040;36257.459;36257.815;36258.300;36258.644;36259.124;36259.463;36259.867;36260.273;36260.672;36261.001;36261.468;36261.814;36262.278;36262.600;36262.749;36263.146;36263.529;36263.922;36264.300;36264.613;36265.062;36265.615;36266.059;36266.437;36266.801;36266.926;36267.366;36267.425;36267.859;36268.233;36268.660;36268.717;36269.139;36269.504;36269.558;36269.739;36270.030;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312;36270.312
BVNS,2,750,5,22,6030,36431.8438226965,36576.89197342332,145.04815072681959,True,406.3350366101032,1.9138015639999821,-667.739 267.897;-737.615 -132.385;484.116 -572.752;127.001 712.178;599.612 -96.776,nan;nan;nan;35409.936;35701.506;35969.384;36078.959;36128.753;36131.929;36137.110;36140.479;36141.097;36147.577;36148.195;36221.271;36223.906;36223.906;36224.211;36225.638;36225.925;36227.271;36227.809;36228.445;36229.496;36230.269;36231.679;36232.582;36233.786;36234.550;36236.007;36236.446;36237.878;36238.306;36239.714;36240.689;36241.515;36242.477;36243.283;36244.232;36245.566;36245.955;36247.267;36247.399;36248.093;36248.405;36249.450;36249.756;36250.256;36250.804;36251.052;36251.348;36251.762;36251.762;36252.100;36252.480;36252.678;36252.982;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36253.054;36289.088;36289.088;36290.475;36320.010;36321.428;36323.025;36323.300;36324.515;36324.621;36325.162;36325.842;36325.970;36326.022;36326.294;36326.544;36326.570;36326.705;36326.798;36326.873;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36326.979;36327.036;36327.084;36327.205;36327.249;36327.326;36327.326;36327.326;36327.326;36327.326;36339.417;36407.144;36408.785;36409.284;36429.768;36430.560;36430.560;36431.218;36431.331;36431.331;36431.595;36431.646;36431.658;36431.838;36431.838;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844;36431.844
BVNS,2,750,5,23,6030,36442.45109754044,36576.89197342332,134.44087588287948,True,546.9881775098784,1.9025587269999278,513.175 -435.241;-590.625 461.200;256.634 469.526;-724.378 -69.183;-266.223 -650.329,35703.780;35850.858;35940.743;36098.375;36107.519;36165.357;36175.542;36185.941;36185.941;36204.625;36331.206;36336.129;36336.129;36338.201;36339.134;36339.644;36339.973;36339.974;36340.139;36340.202;36340.264;36340.264;36340.264;36340.264;36340.264;36408.532;36409.831;36409.831;36410.983;36411.321;36411.636;36412.027;36412.080;36412.466;36412.518;36412.900;36412.900;36413.056;36413.127;36413.140;36413.140;36413.140;36413.140;36413.140;36413.140;36432.455;36433.647;36433.759;36434.860;36434.969;36435.549;36435.826;36435.975;36436.270;36436.406;36436.690;36436.690;36436.769;36436.916;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36436.983;36437.105;36438.358;36438.454;36438.790;36439.304;36439.324;36440.062;36440.229;36440.302;36440.515;36440.734;36440.790;36441.089;36441.113;36441.334;36441.344;36441.641;36441.641;36441.901;36441.929;36442.001;36442.124;36442.160;36442.236;36442.300;36442.304;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451;36442.451
BVNS,2,750,5,24,6030,36390.70079220977,36576.89197342332,186.19118121355132,True,318.7761693229377,1.9405680439999742,-73.053 -285.410;624.511 408.865;-229.397 -709.557;587.787 92.211;-236.850 644.306,nan;34806.512;35376.176;35701.857;35747.328;35763.610;35799.666;35930.716;35953.298;35956.548;35976.525;35989.947;35994.634;36003.170;36009.587;36017.516;36024.329;36031.446;36034.804;36038.182;36042.627;36059.652;36065.756;36068.751;36070.217;36071.000;36072.454;36072.454;36075.067;36077.963;36078.673;36078.859;36079.962;36080.858;36081.209;36081.919;36081.919;36082.681;36082.856;36082.856;36082.856;36138.386;36165.084;36192.910;36194.682;36210.608;36229.656;36231.805;36366.182;36366.182;36366.439;36366.859;36366.859;36367.019;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36367.083;36369.229;36369.229;36371.100;36372.296;36373.615;36374.777;36376.032;36377.163;36378.181;36386.469;36387.615;36388.626;36389.716;36390.701
BVNS,2,750,5,25,6030,36224.04763165754,36576.89197342332,352.8443417657836,True,521.1735548533807,1.8740215689999786,-404.126 570.753;495.866 -460.500;-592.433 -143.450;83.415 241.197;488.807 568.732,34670.450;35355.010;35439.225;35513.467;35521.550;35616.694;35642.338;35643.006;35672.346;35689.003;35695.783;35709.954;35727.173;35759.674;35765.419;35777.146;35790.613;35859.390;35906.193;35922.420;35930.427;35959.322;35979.697;35980.117;35982.202;35982.616;36079.907;36101.940;36101.940;36104.241;36104.701;36104.991;36104.991;36105.784;36105.906;36106.438;36106.810;36106.810;36106.810;36106.810;36175.669;36178.725;36179.385;36216.179;36216.179;36216.624;36216.872;36217.060;36218.592;36219.434;36220.379;36220.591;36221.122;36222.107;36222.107;36222.846;36223.754;36223.783;36224.018;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048;36224.048
BVNS,2,750,5,26,6030,36421.879663548585,36576.89197342332,155.01230987473537,True,575.1445348352074,1.9299305850000792,236.367 696.358;663.520 262.511;-460.048 286.923;-283.528 -693.992;114.989 -279.293,35667.409;35875.662;35886.469;35914.911;35918.700;35929.059;35953.369;35960.612;35970.569;35973.814;35979.927;35989.199;35989.199;36061.080;36063.295;36067.808;36067.822;36069.678;36069.684;36070.373;36070.373;36070.474;36070.645;36070.645;36126.755;36228.301;36243.686;36325.714;36327.756;36413.122;36414.034;36414.794;36415.371;36416.782;36417.695;36418.813;36419.664;36420.535;36420.535;36420.970;36421.555;36421.555;36421.695;36421.734;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880;36421.880
BVNS,2,750,5,27,6030,36527.20688738361,36576.89197342332,49.68508603970986,True,584.4547109979159,1.8745266209999727,695.175 5.846;300.695 -425.401;-408.070 -7.475;296.426 685.370;-422.743 -619.349,35866.515;35924.330;35946.484;35964.151;36055.053;36060.195;36081.237;36085.744;36095.652;36100.323;36110.483;36121.152;36130.182;36134.446;36142.809;36146.747;36149.059;36152.697;36229.014;36236.928;36237.970;36239.974;36240.936;36241.408;36245.636;36246.715;36247.180;36247.750;36272.370;36272.847;36401.244;36489.406;36526.480;36526.801;36527.008;36527.026;36527.129;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207;36527.207
BVNS,2,750,5,28,6030,36399.07642643281,36576.89197342332,177.81554699051048,True,671.4254489342558,1.9606426020000072,-9.701 7.863;-140.040 -736.624;-456.858 508.725;-708.191 -177.155;269.308 699.527,35646.070;35884.136;35912.532;35936.425;35936.425;35943.388;35950.602;35955.056;35962.932;35969.389;35973.193;35977.110;35984.352;35991.742;35998.542;36004.127;36071.743;36076.284;36080.973;36086.242;36087.851;36091.824;36096.256;36101.017;36102.395;36105.846;36248.953;36256.463;36259.377;36259.892;36261.676;36277.630;36280.446;36281.039;36282.424;36285.394;36285.636;36313.353;36316.023;36316.854;36317.184;36317.184;36317.299;36317.964;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36318.369;36386.121;36386.321;36387.086;36387.086;36388.067;36388.419;36389.388;36389.689;36390.647;36391.300;36392.243;36392.538;36393.471;36394.105;36394.278;36394.491;36394.852;36395.260;36395.407;36395.715;36396.069;36396.471;36396.616;36396.920;36397.317;36397.416;36397.762;36397.818;36398.205;36398.211;36398.603;36398.685;36398.756;36398.882;36398.954;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076;36399.076
BVNS,2,750,5,29,6030,36460.32053047375,36576.89197342332,116.57144294957106,True,698.9917107342335,1.9179065739999714,-678.233 -318.743;660.130 -355.179;301.021 646.228;-641.066 379.260;-29.122 -747.127,35505.619;35649.920;35685.421;35690.114;35690.114;35698.118;35703.792;35708.505;35717.580;35719.872;35828.365;35830.960;35834.100;35890.493;35893.081;35893.685;35898.396;35906.564;35910.998;35918.734;35922.090;35926.216;35932.679;35935.839;35939.840;35943.642;36000.022;36006.066;36011.395;36015.082;36017.442;36018.328;36038.579;36184.707;36205.293;36206.040;36206.877;36210.330;36211.201;36214.582;36215.947;36216.723;36271.076;36272.430;36272.984;36273.116;36273.712;36274.241;36274.849;36275.488;36276.507;36278.729;36279.329;36281.013;36281.595;36281.684;36283.596;36285.085;36285.085;36285.547;36285.604;36285.654;36285.884;36286.114;36286.355;36287.104;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36287.171;36327.854;36332.079;36332.166;36334.223;36334.756;36335.617;36336.177;36336.877;36337.522;36338.629;36338.918;36339.487;36339.887;36340.057;36340.490;36340.527;36340.564;36340.761;36340.779;36341.066;36341.092;36341.337;36341.416;36341.416;36341.416;36341.416;36341.416;36341.416;36343.445;36440.025;36440.025;36453.775;36454.176;36455.750;36455.994;36456.314;36456.663;36456.934;36457.122;36457.642;36458.141;36458.913;36459.029;36459.183;36459.329;36459.367;36459.498;36459.768;36459.768;36459.954;36460.046;36460.180;36460.228;36460.302;36460.311;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321;36460.321
BVNS,2,750,5,30,6030,36308.282865295565,36576.89197342332,268.60910812775546,True,594.1583676711126,1.8962379600000077,128.036 -700.717;617.747 424.444;-565.019 451.028;-562.263 -295.249;123.362 94.887,35327.079;35415.541;35465.620;35495.429;35617.333;35697.402;35702.613;35736.974;35756.145;35772.027;35777.283;35794.861;35902.596;35907.178;35912.836;35913.690;35914.085;35914.704;35919.675;35920.295;35925.406;35928.214;35930.784;35935.937;35938.451;35943.472;35944.545;35949.267;35950.326;35950.850;35950.881;35952.153;35952.158;35952.181;35952.359;35952.359;35952.359;35952.359;35952.359;35952.359;35952.359;35952.359;36072.271;36152.280;36155.443;36159.144;36160.415;36160.745;36162.930;36163.313;36165.008;36165.444;36166.120;36167.150;36168.099;36168.438;36169.756;36170.213;36170.380;36170.704;36170.869;36171.085;36171.211;36171.569;36171.621;36171.800;36172.102;36173.742;36173.760;36173.935;36173.952;36174.126;36187.406;36187.502;36187.570;36187.570;36188.245;36188.553;36188.587;36188.612;36188.980;36189.059;36189.075;36189.092;36189.092;36189.092;36247.099;36247.099;36250.370;36261.697;36263.316;36264.751;36264.883;36264.891;36265.308;36265.439;36265.505;36265.635;36265.635;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36265.659;36281.297;36282.147;36282.908;36285.043;36285.623;36302.165;36302.165;36302.974;36303.328;36303.554;36303.642;36303.843;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36303.901;36304.457;36304.850;36305.942;36306.494;36307.285;36307.460;36307.460;36308.082;36308.283
BVNS,2,750,6,1,6030,43291.79022728688,43892.27036810799,600.480140821106,True,472.9305747394193,2.0135838429998785,-591.627 460.090;-444.507 -603.809;683.501 -307.645;301.224 685.754;600.499 157.945;57.657 -177.616,nan;nan;nan;nan;41910.234;42074.902;42508.166;42575.149;42700.866;42725.212;42757.683;42818.303;42837.734;42843.577;42848.163;42861.919;42878.124;42884.542;42892.211;42898.371;42902.481;42907.063;42912.926;42916.766;42918.226;42918.226;42922.890;42925.327;42927.317;42927.499;42929.396;42931.251;42931.251;42932.852;42933.969;42934.882;42934.882;42935.672;42936.431;42936.658;42936.843;42936.843;42936.843;42936.843;42936.843;43066.775;43079.399;43083.449;43089.014;43094.155;43103.220;43103.220;43106.233;43109.463;43113.197;43132.662;43134.317;43137.177;43138.909;43138.909;43140.023;43141.053;43142.156;43143.401;43144.493;43145.324;43147.197;43147.197;43147.730;43148.137;43148.665;43148.971;43149.375;43149.692;43150.103;43150.304;43150.565;43150.817;43151.224;43151.277;43151.582;43151.842;43152.298;43152.298;43152.298;43152.298;43152.298;43152.298;43152.298;43152.298;43152.298;43152.298;43152.298;43175.155;43175.155;43187.211;43190.600;43194.003;43194.003;43197.283;43201.189;43203.855;43205.668;43206.561;43207.357;43207.372;43207.783;43208.178;43208.178;43208.687;43208.884;43209.209;43209.405;43209.405;43209.405;43209.405;43209.405;43209.405;43209.405;43209.405;43213.417;43213.417;43224.721;43230.636;43232.076;43244.684;43245.750;43249.055;43250.611;43251.284;43254.211;43254.427;43254.427;43256.182;43256.289;43256.395;43257.202;43257.310;43257.394;43257.600;43257.665;43257.729;43257.755;43257.755;43257.755;43257.755;43257.755;43257.755;43257.755;43257.755;43257.755;43274.903;43274.903;43275.411;43279.529;43281.775;43281.775;43282.790;43283.382;43283.688;43283.688;43284.675;43285.153;43285.203;43285.729;43285.779;43285.829;43286.055;43286.266;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43286.753;43287.875;43288.094;43288.094;43288.516;43289.365;43289.555;43289.973;43290.435;43290.793;43290.978;43291.436;43291.528;43291.583;43291.790;43291.790;43291.790
