Algorithm,Dataset,Radius,Turbines,Seed,Calls,Objective,Ideal,WakeLoss,Feasible,MinSpacing,Seconds,Coordinates,Curve
BVNS,1,1000,3,4,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,912.8898999679649,1.724271816000055,583.856 -752.546;-270.894 731.550;-299.430 -521.948,42114.493;42118.280;42127.769;42128.526;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,5,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1308.0080225765494,1.6594504830000005,531.816 86.836;-406.399 -824.558;-788.517 476.881,42101.998;42113.655;42127.055;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,6,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,860.5555766977022,1.767075673000022,-41.687 633.767;901.867 366.460;-871.457 405.650,42104.480;42113.494;42115.423;42117.119;42118.095;42118.741;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,7,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1026.848060743835,1.6870681220000279,793.610 487.681;-889.146 -422.135;7.566 -922.460,42111.217;42112.548;42120.457;42120.855;42121.175;42121.311;42121.378;42121.395;42121.679;42121.931;42122.054;42122.153;42122.202;42122.209;42122.218;42122.218;42122.392;42131.279;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,8,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1021.4919493231129,1.7731480480000528,-135.048 -459.709;602.112 276.478;-862.620 257.289,42116.236;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,9,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1057.9131572128017,1.6705850050000208,306.897 -949.609;705.358 691.248;-713.413 -670.060,42100.594;42106.204;42108.275;42120.026;42121.040;42128.352;42129.039;42129.318;42129.452;42129.521;42129.554;42129.572;42130.556;42131.000;42131.502;42131.548;42131.571;42131.582;42131.587;42131.587;42131.587;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,10,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1169.932681518142,1.7045516609999822,-950.000 -224.858;521.894 642.193;182.359 -518.978,42118.058;42127.935;42128.583;42128.843;42129.048;42129.048;42129.056;42129.056;42129.056;42129.056;42129.807;42129.943;42130.109;42130.173;42130.186;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.192;42130.586;42130.653;42130.686;42130.719;42130.727;42130.727;42130.727;42130.727;42130.727;42130.749;42130.762;42130.794;42130.806;42130.806;42130.806;42130.806;42130.806;42130.806;42130.806;42130.806;42130.806;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,11,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,921.9815423605634,1.690164669000069,885.243 273.637;232.037 -377.033;-662.365 -127.518,42086.808;42100.100;42112.521;42116.351;42118.245;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,12,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1382.9431157210179,1.7474934520000716,-950.000 236.508;253.419 917.915;656.196 -735.664,42110.565;42121.897;42123.261;42123.874;42124.289;42124.411;42124.549;42124.594;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42124.628;42131.305;42131.508;42131.561;42131.572;42131.578;42131.580;42131.580;42131.580;42131.580;42131.580;42131.580;42131.580;42131.580;42131.580;42131.580;42131.598;42131.604;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42131.608;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,13,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,733.3944677182267,1.7240178380000089,-166.569 290.142;868.133 15.662;-875.000 479.862,42096.832;42107.177;42109.162;42121.050;42121.995;42131.448;42131.471;42131.482;42131.496;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.498;42131.584;42131.595;42131.595;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42131.597;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,14,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,1348.0722972498927,1.7239497829999664,447.408 -850.000;-57.616 809.167;-848.272 -477.828,42111.152;42114.200;42128.818;42129.043;42129.092;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42129.107;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
BVNS,1,1000,3,15,6030,42137.21210920449,42137.21210920448,-7.275957614183426e-12,True,873.9775335198209,1.818448973000045,-351.160 -786.359;604.712 -225.800;-18.554 386.879,42106.785;42109.807;42110.530;42110.770;42111.007;42111.066;42111.066;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212;42137.212
