Spacing,Greedy,Iterations,Evaluations,Dataset,Radius,Turbines,Run,Objective,WakeLoss,Violation,Feasible,Seconds,Coordinates
5D,False,100,3030,1,1000,8,28,112004.65490613935,361.24405173928244,0.0,True,0.6699628609999309,452.0811 -758.5571;-172.6221 -922.4479;-940.8270 41.6411;762.9935 405.0654;35.2286 777.4618;-155.6715 244.8688;-602.6611 -753.6538;946.3270 -66.8779
5D,False,100,3030,1,1000,8,29,112136.24061467679,229.65834320183785,0.0,True,0.6723121349999701,587.5193 -626.1933;-250.7390 831.4471;868.5699 -291.2464;192.7442 899.6394;-898.7744 189.4704;-214.5618 -778.6622;218.5316 -953.8308;613.5362 609.6347
5D,False,100,3030,1,1000,8,30,111994.79089127081,371.10806660781964,0.0,True,0.6355560829999831,-903.5760 397.0283;-735.8434 -167.7535;766.1610 -173.0277;617.9965 -671.7859;-365.6915 365.8648;-102.5423 -418.2806;293.1096 644.8661;246.4256 -969.1616
5D,False,100,3030,2,500,4,1,28938.997475751676,322.51610298698506,0.0,True,0.23215366800002357,59.6820 -496.4253;-473.4192 -157.1506;170.6432 469.9797;-408.3261 288.5650
5D,False,100,3030,2,500,4,2,29042.122772834293,219.39080590436788,0.0,True,0.2039562999999589,-479.9829 -51.0389;84.3288 -492.8373;496.5636 -58.5200;-189.5700 462.6697
5D,False,100,3030,2,500,4,3,29121.982159923333,139.53141881532792,0.0,True,0.20309960599990973,487.6449 77.1184;-85.8478 491.3528;312.8195 -389.9720;-465.4369 -175.2622
5D,False,100,3030,2,500,4,4,29121.81109830563,139.70248043303218,0.0,True,0.22034604100008437,261.0153 426.1429;-214.4436 -430.3667;490.0187 -18.9548;-499.9964 -1.8706
5D,False,100,3030,2,500,4,5,29048.305779980958,213.20779875770313,0.0,True,0.2121071330000177,-118.9086 485.6550;156.0199 -475.0345;-499.9988 1.0912;270.0129 -3.6527
5D,False,100,3030,2,500,4,6,29055.94468550987,205.56889322879215,0.0,True,0.2401402529999359,423.8010 -130.1214;-351.3294 77.6746;-95.1684 -490.8594;59.5082 496.4409
5D,False,100,3030,2,500,4,7,29083.6876645397,177.82591419896198,0.0,True,0.2143265980000706,479.3863 -125.6507;221.4851 -448.2682;-136.8024 480.9211;-485.0900 -121.1928
5D,False,100,3030,2,500,4,8,29036.449858411106,225.06372032755462,0.0,True,0.20498116400005983,391.9459 -15.7027;197.4708 -459.3531;-424.5319 -225.8296;184.3089 464.7905
5D,False,100,3030,2,500,4,9,28972.598777755135,288.9148009835262,0.0,True,0.20312043000001268,-133.8966 481.2785;-411.9432 -283.3774;-483.6065 117.2255;356.9138 -350.1607
5D,False,100,3030,2,500,4,10,29101.41080773094,160.10277100772146,0.0,True,0.20185436700000992,-497.9207 45.5521;493.5363 53.2796;-202.0790 457.3446;137.6751 -480.6720
5D,False,100,3030,2,500,4,11,29122.738238244354,138.77534049430687,0.0,True,0.21944608000001153,-498.6092 -7.5594;267.6437 422.3300;253.1445 -7.6109;113.9492 -481.8954
5D,False,100,3030,2,500,4,12,29067.523302679547,193.99027605911397,0.0,True,0.20360373000005438,389.3063 -32.0543;-36.4833 -498.6672;-499.5685 -20.6429;17.3164 499.7000
5D,False,100,3030,2,500,4,13,28986.70068802844,274.81289071022184,0.0,True,0.20298561000004156,-272.4927 85.1009;33.1107 498.9025;486.9835 -113.3451;-231.9144 -442.9624
5D,False,100,3030,2,500,4,14,29089.522093547657,171.99148519100345,0.0,True,0.2015221430000338,431.6986 0.8225;191.8750 461.7185;-499.9990 -0.9907;0.7010 -499.9911
5D,False,100,3030,2,500,4,15,29120.813063854708,140.70051488395256,0.0,True,0.20942720200002896,-366.1732 339.3570;-419.4816 -105.2004;120.9217 -484.8292;369.7196 336.6078
5D,False,100,3030,2,500,4,16,29118.925676443734,142.5879022949266,0.0,True,0.2063152309999623,-331.4191 333.9490;148.7750 -477.3531;-427.9186 -126.3678;486.6461 114.0251
5D,False,100,3030,2,500,4,17,28974.14898056238,287.364598176282,0.0,True,0.20286099700001614,413.6229 280.2961;-165.6706 471.7555;120.5955 -35.6220;213.0002 -452.3614
5D,False,100,3030,2,500,4,18,28953.70089345124,307.8126852874193,0.0,True,0.21023632499998257,431.6335 -215.3284;448.1412 220.3846;9.2887 499.9098;-234.7614 -441.4601
5D,False,100,3030,2,500,4,19,29168.252379243226,93.261199495435,0.0,True,0.20993167400001767,-300.9151 399.3118;-350.5767 -53.9872;495.7574 -63.0124;-186.6414 -463.8587
5D,False,100,3030,2,500,4,20,29108.199792690673,153.31378604798738,0.0,True,0.22113422099994295,-472.3999 -151.2381;35.2557 498.7555;444.0440 79.7024;336.8577 -369.2903
5D,False,100,3030,2,500,4,21,29135.535989384774,125.97758935388629,0.0,True,0.2188793689999784,-491.6354 91.0747;429.4204 99.3062;63.2812 -484.8082;-193.9470 460.8338
5D,False,100,3030,2,500,4,22,29102.689820633852,158.8237581048088,0.0,True,0.20550624100008008,483.6797 7.0599;-252.0518 431.8213;115.6664 -486.4373;-494.9887 -9.3661
5D,False,100,3030,2,500,4,23,29098.226342968588,163.28723577007258,0.0,True,0.20789390999993884,-499.9904 -1.1119;495.3708 -18.4977;105.5274 -488.7371;243.1613 436.8656
5D,False,100,3030,2,500,4,24,29108.76309773785,152.7504810008104,0.0,True,0.21264222399997834,375.0377 7.4035;11.2780 -499.8159;-499.8201 12.3318;-241.9882 437.5405
5D,False,100,3030,2,500,4,25,29079.498849136995,182.01472960166575,0.0,True,0.22335669699998562,-63.6949 -495.7886;283.0508 412.1678;-448.9110 220.1781;132.1113 -123.1109
5D,False,100,3030,2,500,4,26,29118.60736056154,142.90621817712235,0.0,True,0.20545821799998976,473.0977 113.3507;-483.9569 -125.6414;-156.7992 474.7777;90.3007 -491.7782
5D,False,100,3030,2,500,4,27,28986.214241132308,275.2993376063532,0.0,True,0.20821257700004026,-427.0399 -260.0710;2.5066 497.3113;134.9006 134.5277;432.7816 -250.3998
5D,False,100,3030,2,500,4,28,29109.18466413203,152.32891460663086,0.0,True,0.1993245560000787,477.9969 20.5417;194.4065 452.7672;-452.2793 -213.1747;279.9487 -413.6551
5D,False,100,3030,2,500,4,29,29031.57737803423,229.9362007044292,0.0,True,0.2238330819999419,-47.8539 482.1641;268.6207 -160.1868;-399.5308 113.8965;-45.2908 -497.9294
5D,False,100,3030,2,500,4,30,29183.006164935334,78.50741380332693,0.0,True,0.22041658399996322,59.5710 -496.4386;-390.8555 310.4819;393.1777 308.8657;331.6086 -100.2105
5D,False,100,3030,2,750,8,1,56899.259832917945,1623.767324559376,0.0,True,0.6434734819999903,-726.0239 -35.7509;85.7216 -741.1421;-503.9335 -554.8470;389.6371 601.3114;716.2908 -122.0046;-620.6769 420.9238;252.9614 -312.6381;-279.3020 -106.5439
5D,False,100,3030,2,750,8,2,57221.07427196951,1301.9528855078097,0.0,True,0.6362100610000425,-732.6395 -160.4350;-698.2931 273.2394;-466.2720 -563.7404;481.3562 -573.2059;671.1009 -231.4477;-65.2545 -234.0828;-278.9753 541.7733;699.2274 269.0833
5D,False,100,3030,2,750,8,3,57205.5583807581,1317.4687767192227,0.0,True,0.6634943330000169,727.0879 -45.7281;85.5639 204.5834;504.4149 -528.0815;-119.4919 -737.4375;-742.9664 -7.9588;269.0355 566.3934;-244.2371 620.6152;-305.0099 -316.9743
5D,False,100,3030,2,750,8,4,56833.00066954092,1690.026487936404,0.0,True,0.644875748000004,354.9184 -18.2432;733.8731 -154.6940;-340.3635 -422.4680;509.4703 433.3182;-718.4318 -149.7521;168.1913 728.7905;334.2450 -454.1076;-495.2658 172.4517
5D,False,100,3030,2,750,8,5,57246.60796285885,1276.4191946184728,0.0,True,0.6940372889999935,341.9507 661.6822;-290.8770 -375.7053;474.6864 -580.6656;7.5811 234.5545;-8.4403 -736.8936;-216.5811 717.1957;728.3484 -178.8439;-749.2793 32.8432
5D,False,100,3030,2,750,8,6,57255.098332387206,1267.9288250901154,0.0,True,0.6754213909999862,41.9481 -748.8166;63.6282 353.2802;681.9748 106.7034;-633.1318 -363.8607;485.4178 -522.1754;-735.5384 137.3459;-478.8670 556.9967;144.5885 735.4581
5D,False,100,3030,2,750,8,7,56837.630818708116,1685.3963387692056,0.0,True,0.6450935209999216,-218.9951 84.5657;745.8519 -78.7707;106.5255 714.2312;669.0820 320.3825;-471.6757 -583.0411;101.7875 -374.3969;-479.5602 465.7310;-726.1630 -86.1355
5D,False,100,3030,2,750,8,8,56736.755351965396,1786.2718055119258,0.0,True,0.6601186719999532,-44.4346 -428.3301;261.9915 49.3730;379.0980 -593.0893;-18.3301 745.3128;-452.8470 597.8312;-254.3056 222.8079;605.1689 442.9270;-745.0376 -86.1338
5D,False,100,3030,2,750,8,9,56741.66372019937,1781.3634372779488,0.0,True,0.6413067749999755,-209.9624 -701.4557;-165.8818 728.1422;565.3676 -490.9189;-557.4553 402.4383;749.3760 -30.5888;-268.7912 -26.5392;303.2817 -188.0363;123.1502 289.8332
5D,False,100,3030,2,750,8,10,56985.86918781619,1537.1579696611298,0.0,True,0.6437875130000066,519.1114 348.3142;-538.8212 -466.8479;261.3775 702.6900;-583.5654 210.6203;174.4854 -12.9317;-446.2155 601.8513;-154.7484 -733.8494;490.4376 -287.8255
5D,False,100,3030,2,750,8,11,56726.13089797809,1796.8962594992336,0.0,True,0.6463268390000394,279.3150 -75.5293;-180.3759 727.9542;-725.3450 189.3331;132.2552 356.8054;-48.1841 -747.5706;715.7783 223.9674;-76.0535 -310.7278;-642.3994 -387.0697
5D,False,100,3030,2,750,8,12,57061.288790319246,1461.7383671580756,0.0,True,0.6346937330000628,712.7564 161.3156;142.8922 736.1370;-232.9851 91.7450;-586.5829 -368.1085;323.6815 337.0359;581.9521 -375.0783;-188.6480 -702.1846;-466.6642 549.7264
5D,False,100,3030,2,750,8,13,57256.676004198715,1266.351153278607,0.0,True,0.6440554690000226,-222.8447 65.9055;541.0853 -499.5002;-645.1901 -381.7463;367.6715 -98.6175;587.1794 368.7463;-180.0754 -692.1535;-647.4295 362.2341;105.2904 664.1916
5D,False,100,3030,2,750,8,14,56865.23778460127,1657.7893728760537,0.0,True,0.713263440999981,226.3329 -652.5352;-705.1934 -33.3116;-523.2983 335.8835;356.4602 -20.5369;-90.3078 195.8746;-481.4426 -551.3008;703.3656 -260.3400;411.3548 585.2481
5D,False,100,3030,2,750,8,15,57112.833684184945,1410.1934732923764,0.0,True,0.6905083760000252,-65.1839 737.0247;-642.5728 -56.0449;-219.3498 313.3768;-350.7255 -658.5545;165.6442 -55.9925;681.8690 -298.4699;686.6546 301.6711;101.1175 -489.5773
5D,False,100,3030,2,750,8,16,56851.92680346767,1671.10035400965,0.0,True,0.6434752919999482,-90.4038 -361.7053;-654.7434 310.3572;464.0843 589.1544;-211.4838 165.9609;217.9550 -691.0776;-294.4081 689.7995;-319.4410 -678.5635;-630.0290 -123.4398
5D,False,100,3030,2,750,8,17,56688.403465399446,1834.6236920778756,0.0,True,0.6435917960000097,-116.5284 -182.2756;302.2543 114.4783;95.5701 721.9222;490.4810 472.1100;502.4217 -450.3432;-620.4061 -350.1380;63.4853 -744.9607;701.2904 -76.3465
5D,False,100,3030,2,750,8,18,56983.4828437878,1539.5443136895192,0.0,True,0.6702466130000175,712.0366 -235.5925;495.9580 270.0947;-157.4311 -733.2907;-728.0463 -108.4466;133.0090 732.1823;-478.9805 413.7626;394.7309 -577.8920;41.3815 -192.6819
5D,False,100,3030,2,750,8,19,57016.13863451681,1506.8885229605148,0.0,True,0.6860056369999938,-193.3641 -66.4224;-169.3215 520.5199;-516.0705 -498.2956;317.0674 663.3487;-63.8516 -719.5156;405.6546 -240.8376;524.2298 126.7886;-727.1814 21.1144
5D,False,100,3030,2,750,8,20,57506.65528945072,1016.3718680266029,0.0,True,0.7195113269999638,301.0259 -685.6439;-430.1126 -527.4284;718.3136 210.7435;720.5530 -199.0330;-707.8037 174.4481;218.9108 709.3348;-410.1510 515.1002;-144.6455 -189.4887
5D,False,100,3030,2,750,8,21,57303.36069557393,1219.6664619033909,0.0,True,0.6920594990000382,-22.3517 -737.4760;-334.2569 153.5761;667.1339 -342.6120;-650.0173 -374.1349;196.8265 723.7077;-213.6406 543.1020;-739.0609 19.3701;703.0246 135.6596
5D,False,100,3030,2,750,8,22,57182.89482319551,1340.132334281814,0.0,True,0.681453131000012,234.9075 711.3715;-308.7275 442.0656;576.4726 -479.6960;-166.4892 -676.8284;23.4663 -223.1906;704.2828 189.5370;-583.2854 -471.4638;-739.3574 -14.1623
5D,False,100,3030,2,750,8,23,57295.84964021252,1227.177517264805,0.0,True,0.6875502500000721,293.5993 -549.9502;678.4107 38.8125;-126.6523 739.2010;-602.5251 408.7941;-392.6875 -604.9794;-648.1371 -295.7390;538.7536 422.4678;-126.0452 38.8519
5D,False,100,3030,2,750,8,24,57277.44302247555,1245.5841350017727,0.0,True,0.6963585460000559,-744.5312 -41.4899;308.4649 534.4780;568.3119 -440.0617;-540.5326 -431.8870;-532.6174 528.0120;-120.9033 738.1321;42.6517 -37.6524;-138.5184 -715.7196
5D,False,100,3030,2,750,8,25,57293.5567643555,1229.4703931218246,0.0,True,0.6984720560000142,738.0419 117.7997;-459.0039 -590.6889;516.7338 -543.5778;-128.0450 738.9888;350.9957 -124.3995;-698.4058 -124.1300;560.4698 462.0909;-527.8505 458.5724
5D,False,100,3030,2,750,8,26,57365.51751333171,1157.5096441456117,0.0,True,0.677384198000027,291.9381 159.2270;-141.2571 691.1211;-584.7404 -333.7409;406.5383 -611.4413;545.0990 506.3635;621.4356 -208.1353;-719.0502 154.0550;-550.6607 508.1083
5D,False,100,3030,2,750,8,27,57011.16603768482,1511.8611197924984,0.0,True,0.6725597989999414,49.4903 375.7523;139.1048 -321.5747;281.7088 -694.6399;688.6311 -212.1978;-714.4508 165.4664;-294.9984 674.0933;526.1033 196.1564;-356.6132 -649.2362
5D,False,100,3030,2,750,8,28,57130.43395761707,1392.5931998602537,0.0,True,0.6767109570000684,651.6794 276.7451;56.4084 -747.8757;330.1467 -311.1835;-496.4935 -527.2597;-671.1543 310.8141;-259.8792 514.8692;-298.3030 13.0552;345.8985 658.2058
5D,False,100,3030,2,750,8,29,57193.4694032036,1329.5577542737228,0.0,True,0.6491643150000073,-604.2810 -418.2909;-284.4285 -54.8674;210.2085 547.9346;-395.6282 633.7476;475.4608 -481.6115;177.0402 -728.7681;747.5382 -55.5231;-560.4756 277.4958
5D,False,100,3030,2,750,8,30,56710.358017935905,1812.6691395414164,0.0,True,0.6784203220000791,-537.0842 -426.6087;746.1001 69.3698;-93.5254 -644.5431;229.2635 -164.1050;-416.8825 85.5691;438.1102 317.5669;653.1868 -368.5739;74.3332 589.0153
5D,False,100,3030,2,1000,8,1,57993.71024874257,529.3169087347487,0.0,True,0.7265167570000131,738.7884 -106.8856;496.1361 859.8915;-489.9240 870.5684;403.0890 -909.2834;-984.3520 -123.9016;-807.4827 -589.8912;-170.1703 -337.7140;-584.7216 370.7623
5D,False,100,3030,2,1000,8,2,58100.18044384676,422.8467136305626,0.0,True,0.6764128820000224,-635.4243 -715.3838;-918.6714 -152.2497;661.9484 -682.0055;983.7337 -179.6331;-887.8209 262.7675;650.6901 254.8685;-228.9847 973.4129;683.7366 729.7029
5D,False,100,3030,2,1000,8,3,57758.91882797255,764.108329504772,0.0,True,0.7295970200000284,-669.7978 159.6843;-800.6975 -592.1603;-813.4703 581.6000;832.5988 553.8760;127.6051 -169.0926;914.4770 155.3115;192.1329 871.9787;814.6448 -565.7039
5D,False,100,3030,2,1000,8,4,58172.89275733709,350.1344001402322,0.0,True,0.6677604819999488,-111.7152 -914.6505;-940.9023 338.3357;135.8518 940.3413;-62.1462 566.6657;877.2648 325.0721;729.1047 -684.4011;-9.9009 80.9440;-317.9168 -401.9293
5D,False,100,3030,2,1000,8,5,57941.341769572166,581.685387905156,0.0,True,0.6708243099999436,588.7481 -808.3144;791.4705 610.3189;470.4576 239.6171;83.8857 909.1231;-423.4367 -806.9173;-517.0188 242.0739;433.4984 -291.8112;-938.0754 -346.4312
5D,False,100,3030,2,1000,8,6,57904.63324835048,618.3939091268403,0.0,True,0.6895323889999645,655.5332 729.2515;-919.4299 -206.4642;316.8342 198.5489;390.7645 -198.7027;-185.7525 944.4292;593.6516 -804.5221;-117.1293 -993.1050;915.7507 -401.7471
5D,False,100,3030,2,1000,8,7,58066.610977820426,456.4161796568951,0.0,True,0.6281367920000775,-954.3251 -224.9403;452.6072 -629.0014;-502.3104 328.7895;852.2456 -220.0184;728.6609 684.7367;-476.1667 -878.8295;656.2681 305.1083;-271.4655 962.4479
5D,False,100,3030,2,1000,8,8,57895.32929482526,627.6978626520649,0.0,True,0.6683114129999694,485.6293 281.8603;-670.6778 147.4771;729.4358 -684.0492;-883.8163 -467.8337;-215.8615 -954.3125;440.1052 823.9219;232.9494 -91.5531;-499.7744 822.3993
5D,False,100,3030,2,1000,8,9,57817.35198576696,705.6751717103616,0.0,True,0.7164944259999402,-644.3079 -688.7821;-999.1471 41.2905;35.6815 859.1692;-773.8653 633.2757;706.2118 381.4429;309.9920 -948.4597;490.5253 -405.1132;-302.0086 -193.7851
5D,False,100,3030,2,1000,8,10,57882.47774702711,640.549410450214,0.0,True,0.7640437659999861,231.8988 -934.3575;-606.7747 794.7129;976.6698 -172.4500;-748.8207 -661.9508;532.3966 798.7931;634.7683 -742.5276;-406.1818 239.3278;886.7744 263.6994
5D,False,100,3030,2,1000,8,11,57815.00272714943,708.0244303278887,0.0,True,0.7074302150000449,-79.7001 967.4311;499.0177 377.7461;978.8873 -107.8744;-896.5994 -427.0023;628.4342 776.3674;741.3677 -551.4164;-571.9199 768.1555;-459.4736 -884.8156
5D,False,100,3030,2,1000,8,12,57662.16116137817,860.8659960991499,0.0,True,0.7474590880000278,859.8343 214.2580;490.9123 -290.5419;-226.3675 311.9609;635.8695 -665.0049;-424.1108 905.6101;191.1706 900.6270;-706.8167 -630.3886;-277.9522 -924.3397
5D,False,100,3030,2,1000,8,13,57943.37373136576,579.6534261115594,0.0,True,0.6659978010000032,849.2530 -154.4653;-899.3529 286.6712;-143.9698 -953.4937;-533.8812 827.5118;511.2239 202.7431;678.2403 662.2673;510.7269 -572.0067;-823.3613 -563.1620
5D,False,100,3030,2,1000,8,14,57730.985744352714,792.0414131246071,0.0,True,0.6858337029999575,-339.6576 -685.5217;-948.9717 -63.7620;325.1641 908.0712;15.3463 -67.8537;-631.3140 445.1916;242.2338 438.8827;666.1297 -702.8729;868.4986 -172.3435
5D,False,100,3030,2,1000,8,15,57948.03462103877,574.992536438549,0.0,True,0.6630537679999406,940.2654 -153.2009;676.9332 390.3291;500.1263 785.7144;-373.0894 -921.2378;-590.8684 -513.7266;-618.7295 769.8491;-972.3672 159.3645;733.8179 -627.6952
5D,False,100,3030,2,1000,8,16,57627.05304299228,895.9741144850414,0.0,True,0.6565046360000224,602.7688 285.1571;-202.4282 -72.4430;-941.1111 294.4647;513.8045 690.0490;295.0787 -387.9991;750.2817 -661.1183;-390.9626 919.2815;37.4085 -996.6214
5D,False,100,3030,2,1000,8,17,57950.981149259285,572.0460082180361,0.0,True,0.6689745470000616,596.2510 -590.8752;901.8018 238.6302;450.3606 892.8467;-802.2257 214.7388;-902.0216 -227.6539;-77.0978 -977.6995;-276.2116 925.4167;827.2268 -229.5854
5D,False,100,3030,2,1000,8,18,57823.2845216907,699.7426357866207,0.0,True,0.7200929640000595,-697.1761 -716.0818;580.7228 321.2066;188.3640 -949.2147;-846.9829 291.0367;-706.6331 -145.8574;375.2581 -445.6164;940.1587 -93.0872;-401.0961 908.9375
5D,False,100,3030,2,1000,8,19,58119.57000956189,403.45714791543287,0.0,True,0.7551634469999726,-816.3141 -521.5989;684.4776 711.9083;996.7690 -80.2618;485.7091 -848.6625;656.9963 -480.2536;-769.5816 -98.8801;-362.4065 898.5295;-724.7945 347.9022
5D,False,100,3030,2,1000,8,20,58017.51174076105,505.5154167162691,0.0,True,0.6584931620000134,-67.1959 539.9244;-838.5855 544.4500;-920.2116 51.2589;551.8677 -756.4540;864.8820 -412.5773;-133.1503 960.3187;-102.8795 -969.5816;986.7360 81.2706
5D,False,100,3030,2,1000,8,21,57879.62106450031,643.406092977013,0.0,True,0.6760399639999832,-746.3138 530.2129;-4.9992 952.4135;740.7967 520.2616;-604.7215 -411.1447;383.6440 -396.6439;483.8453 206.3862;-959.2910 -26.0207;196.4743 -917.2772
5D,False,100,3030,2,1000,8,22,57796.854352183465,726.1728052938561,0.0,True,0.662507990999984,125.9145 60.2600;715.4385 -367.5223;-848.4791 -407.4038;517.5178 -855.4899;699.7500 714.3561;-248.8486 952.9767;-309.6365 -948.2737;-985.2418 56.2225
5D,False,100,3030,2,1000,8,23,57854.85886333833,668.1682941389881,0.0,True,0.6929151549999233,-568.9575 -814.2016;-872.8823 421.2654;905.3705 -373.9551;-623.1381 759.4270;329.9026 -944.0149;-517.8640 -378.3067;281.6301 747.1964;-540.9743 47.7011
5D,False,100,3030,2,1000,8,24,57770.45923049435,752.5679269829707,0.0,True,0.767732136999939,639.7019 -768.6227;735.6127 105.4382;-105.5185 -969.0999;-516.5093 851.5416;-701.4455 89.5765;733.0220 510.4960;281.4687 -503.5630;364.3313 915.2114
5D,False,100,3030,2,1000,8,25,58034.81739336034,488.2097641169821,0.0,True,0.7255670160000136,550.7903 -462.2882;-430.1320 -375.2641;926.8934 190.0790;215.1996 903.2178;-657.4851 670.9076;-622.1423 -757.8085;151.6212 -961.1107;74.6613 195.1441
5D,False,100,3030,2,1000,8,26,57754.79899993588,768.2281575414381,0.0,True,0.6657643260000441,652.0274 -703.7152;250.4591 845.3087;-660.7726 -689.6737;-681.0416 647.9351;-294.5607 193.9780;26.3071 -68.3180;900.1665 176.1242;282.0076 -959.3161
5D,False,100,3030,2,1000,8,27,58081.74604700661,441.28111047071434,0.0,True,0.6591497329999356,861.6127 343.7054;-704.3421 709.8604;785.3845 -131.1826;702.2643 -523.6966;-74.2895 -984.6446;-729.9339 -554.1396;-58.0706 897.0354;-936.2724 -91.6269
5D,False,100,3030,2,1000,8,28,57781.52851884817,741.4986386291494,0.0,True,0.6698788200000081,-68.3731 -997.6598;-982.8146 141.8481;551.1141 108.4880;-650.6049 759.1309;570.2124 525.4239;-930.5348 -313.4368;602.8096 -797.8851;214.1303 -303.5401
5D,False,100,3030,2,1000,8,29,57692.90146800381,830.1256894735125,0.0,True,0.7398385120000057,610.2457 -637.2840;744.0709 371.0249;-515.3472 712.8968;-853.3560 342.0636;-219.9077 -309.0495;302.2778 712.3078;804.6406 -236.8840;-339.0740 -904.7498
5D,False,100,3030,2,1000,8,30,57899.416683311785,623.6104741655363,0.0,True,0.6486913730000197,-114.6518 -993.4015;600.1069 -799.9087;-809.6911 586.8547;980.7731 -195.1516;643.1071 764.2417;-137.7764 977.6251;-855.0029 -518.6232;-733.1121 21.4092
6D,False,100,3030,1,500,4,1,56090.40449086633,92.5449880729866,0.0,True,0.21151562599993667,-137.7233 -480.6582;116.6399 443.4345;-491.6622 -90.9299;470.4618 -169.3095
6D,False,100,3030,1,500,4,2,56087.41389365216,95.53558528715075,0.0,True,0.2094529670000611,-472.0416 -164.8537;249.2966 -433.4180;486.1248 33.9250;-235.2933 441.1765
6D,False,100,3030,1,500,4,3,56092.15854653005,90.79093240926159,0.0,True,0.2082479840000815,-178.4452 412.4107;499.3206 18.1465;-499.9969 0.5390;210.9517 -418.8279
6D,False,100,3030,1,500,4,4,56094.609825091735,88.33965384757903,0.0,True,0.22726823599998625,499.1902 -28.4452;33.2067 -428.1240;258.7529 427.8398;-439.1785 239.0019
6D,False,100,3030,1,500,4,5,56095.0266023659,87.92287657341512,0.0,True,0.20663997899998776,495.8396 -64.3665;23.4919 -485.3096;24.0158 486.1497;-498.8456 33.8927
6D,False,100,3030,1,500,4,6,56103.6318595856,79.31761935371469,0.0,True,0.20673161500008064,491.0490 94.1852;-466.5451 -179.8213;-147.0556 465.0419;96.2867 -486.3730
6D,False,100,3030,1,500,4,7,56136.89409187537,46.05538706394145,0.0,True,0.2081822170000578,253.9229 430.7037;-415.6920 251.6861;263.4586 -424.9580;-238.0605 -403.2781
6D,False,100,3030,1,500,4,8,56122.52811357375,60.42136536556063,0.0,True,0.2118500670000003,128.6382 483.1689;-472.1849 136.8058;-189.6485 -462.6375;358.9001 -339.5793
6D,False,100,3030,1,500,4,9,56094.91028095183,88.03919798748393,0.0,True,0.22201079100000243,-499.9964 1.9058;83.6694 -489.5929;-156.7952 474.6172;483.7748 107.9499
6D,False,100,3030,1,500,4,10,56087.87403635889,95.07544258042617,0.0,True,0.2209165550000307,-118.1834 485.7118;422.6952 -52.6155;-133.2714 -481.9115;-499.9228 8.7830
6D,False,100,3030,1,500,4,11,56084.512127496404,98.43735144290986,0.0,True,0.22317461399995864,413.5779 242.7216;-496.7519 8.5891;-141.5728 479.5385;227.6899 -445.1486
6D,False,100,3030,1,500,4,12,56103.0216981915,79.92778074781381,0.0,True,0.2287295329999779,-488.7444 86.0069;158.4433 460.9104;-82.1786 -493.2004;469.1042 -171.8501
6D,False,100,3030,1,500,4,13,56101.80984030871,81.13963863060053,0.0,True,0.20521838699994532,-408.8401 -287.7259;-214.3833 451.7077;213.5912 -452.0827;459.4034 197.3537
6D,False,100,3030,1,500,4,14,56096.13695289279,86.812526046524,0.0,True,0.20685661300001357,419.6014 -271.9092;-47.0898 -497.7775;223.4123 447.2840;-374.7612 330.9895
6D,False,100,3030,1,500,4,15,56089.38580695951,93.5636719798058,0.0,True,0.2118740489999027,334.0290 -371.9154;485.0301 121.4324;-139.1863 480.1475;-499.6480 -18.7511
6D,False,100,3030,1,500,4,16,56090.233089112924,92.71638982638979,0.0,True,0.20377619999999297,-336.5491 319.9322;-129.2130 -483.0155;443.7354 -121.3487;264.8650 405.6942
6D,False,100,3030,1,500,4,17,56102.92273301665,80.02674592266703,0.0,True,0.20725381399995513,-175.7639 -468.0887;-470.5617 169.0314;69.8511 495.0968;476.0623 -93.3256
6D,False,100,3030,1,500,4,18,56113.60137643368,69.34810250563169,0.0,True,0.20525013600001785,-475.6863 154.0213;4.1285 492.7477;495.1333 1.0196;-249.2706 -431.9859
6D,False,100,3030,1,500,4,19,56103.17311647662,79.77636246269685,0.0,True,0.20255791199997475,46.3583 497.8463;62.3133 -496.1019;498.7652 -35.1178;-497.7895 -46.9211
6D,False,100,3030,1,500,4,20,56105.34866981543,77.60080912388366,0.0,True,0.20419237200007956,-282.0211 412.8730;-285.2713 -330.5108;187.4566 -426.8722;499.3692 -24.6584
6D,False,100,3030,1,500,4,21,56104.35630284038,78.59317609893333,0.0,True,0.20310357700009263,450.6828 -216.1298;-422.2623 267.6286;-233.2014 -439.0956;74.4438 443.4486
6D,False,100,3030,1,500,4,22,56080.063191267174,102.88628767213959,0.0,True,0.2065779020000491,-44.8575 497.9837;-61.9356 -496.1491;-312.9867 10.1296;497.8631 -46.0540
6D,False,100,3030,1,500,4,23,56089.258735975025,93.6907429642888,0.0,True,0.2034465360000013,79.4273 493.6507;-494.4503 -74.2807;459.6136 -55.2153;95.5912 -490.7773
6D,False,100,3030,1,500,4,24,56074.96086814618,107.98861079313065,0.0,True,0.20094466399996236,267.1225 422.6649;-117.7635 -485.9339;-420.8507 72.9877;478.3918 -141.7697
6D,False,100,3030,1,500,4,25,56121.34938380485,61.6000951344613,0.0,True,0.1993414670000675,-495.9453 61.3449;189.7521 462.5862;-49.7903 -497.2135;497.9470 44.0416
6D,False,100,3030,1,500,4,26,56130.38915699878,52.56032194053114,0.0,True,0.19865918699997565,428.9321 -256.9382;212.1248 405.2440;-433.7578 248.7047;-254.5523 -421.6580
