Algorithm,Dataset,Radius,Turbines,Seed,Calls,Objective,Ideal,WakeLoss,Feasible,MinSpacing,Seconds,Linear,Cubic,CubicCutout,Gauss,IdealCubic,IdealCubicCutout
PSO,1,500,2,8,6030,28091.474739469657,28091.474739469657,0.0,True,962.34576178741,1.7863011230000438,28091.474739469657,23212.67310384682,22101.617458366913,28089.1212999542,23212.67310384682,22101.617458366913
PSO,1,500,2,9,6030,28091.474739469657,28091.474739469657,0.0,True,815.81610732858,1.8037964380000064,28091.474739469657,23212.67310384682,22101.617458366913,28086.065269126022,23212.67310384682,22101.617458366913
PSO,1,500,2,10,6030,28091.474739469657,28091.474739469657,0.0,True,935.0095806214908,1.7646514799999975,28091.474739469657,23212.67310384682,22101.617458366913,28089.180184721547,23212.67310384682,22101.617458366913
PSO,1,500,2,11,6030,28091.474739469657,28091.474739469657,0.0,True,932.4166302850052,1.841505562000009,28091.474739469657,23212.67310384682,22101.617458366913,28089.144656127704,23212.67310384682,22101.617458366913
PSO,1,500,2,12,6030,28091.474739469657,28091.474739469657,0.0,True,799.4152296002906,1.7805177960000265,28091.474739469657,23212.67310384682,22101.617458366913,28087.816673244706,23212.67310384682,22101.617458366913
PSO,1,500,2,13,6030,28091.474739469657,28091.474739469657,0.0,True,871.5790382427624,1.8730640979999864,28091.474739469657,23212.67310384682,22101.617458366913,28086.390301175456,23212.67310384682,22101.617458366913
PSO,1,500,2,14,6030,28091.474739469657,28091.474739469657,0.0,True,844.6930436123184,1.8743796580000092,28091.474739469657,23212.67310384682,22101.617458366913,28087.082683268312,23212.67310384682,22101.617458366913
PSO,1,500,2,15,6030,28091.474739469657,28091.474739469657,0.0,True,830.0580450764244,1.7902626150000174,28091.474739469657,23212.67310384682,22101.617458366913,28084.93838812393,23212.67310384682,22101.617458366913
PSO,1,500,2,16,6030,28091.474739469657,28091.474739469657,0.0,True,973.6132996344894,2.005850993000024,28091.474739469657,23212.67310384682,22101.617458366913,28087.333136389763,23212.67310384682,22101.617458366913
PSO,1,500,2,17,6030,28091.474739469657,28091.474739469657,0.0,True,855.6916824580501,1.7715236469999809,28091.474739469657,23212.67310384682,22101.617458366913,28085.380050787906,23212.67310384682,22101.617458366913
PSO,1,500,2,18,6030,28091.474739469657,28091.474739469657,0.0,True,944.1437395591856,1.8622462050000197,28091.474739469657,23212.67310384682,22101.617458366913,28088.310228257928,23212.67310384682,22101.617458366913
PSO,1,500,2,19,6030,28091.474739469657,28091.474739469657,0.0,True,847.3767121286535,1.811963497000022,28091.474739469657,23212.67310384682,22101.617458366913,28086.663969092748,23212.67310384682,22101.617458366913
