Algorithm,AverageRank,FriedmanChi2,FriedmanP,ImanDavenportF
LXSSA,1.1666666666666667,15.800000000000011,0.0012462261766236645,35.90909090909112
SSA,2.0,15.800000000000011,0.0012462261766236645,35.90909090909112
PSO,2.8333333333333335,15.800000000000011,0.0012462261766236645,35.90909090909112
DE,4.0,15.800000000000011,0.0012462261766236645,35.90909090909112
