turbine_id,x_m,y_m
1,-944.496,-322.565
2,-180.208,-361.168
3,652.245,195.292
4,235.168,955.740
5,-412.688,535.388
6,-58.344,85.263
7,-972.584,63.490
8,101.543,-977.796
9,-684.852,-720.498
10,-490.662,93.525
11,-213.776,-972.933
12,-248.168,-665.994
13,415.867,-905.467
14,888.087,-458.786
15,945.504,-140.370
16,961.663,172.452
17,813.558,581.335
18,176.024,651.582
19,505.042,625.217
20,-77.781,977.594
21,330.682,-465.642
22,-466.774,884.338
23,-916.856,396.120
24,-643.071,-386.873
