turbine_id,x_m,y_m
1,17.457,-203.233
2,-673.466,-194.601
3,-62.221,426.758
4,402.454,-524.972
5,872.015,487.668
6,-318.414,-947.382
7,-33.576,965.945
8,-14.560,-997.830
9,-294.894,-186.724
10,-957.231,142.069
11,385.002,-922.845
12,289.666,955.780
13,-593.098,-802.700
14,-891.728,448.829
15,327.126,-225.832
16,976.667,197.409
17,-984.895,-172.924
18,562.151,503.983
19,981.982,-118.972
20,-811.742,-580.200
21,906.915,-419.943
22,568.066,822.228
23,-378.624,443.360
24,-346.815,937.919
