turbine_id,x_m,y_m
1,90.799,959.270
2,-72.325,-553.751
3,681.304,659.432
4,611.052,356.127
5,-482.758,492.552
6,-976.024,-197.976
7,-440.445,-533.561
8,239.353,-668.147
9,166.223,-982.806
10,670.299,-736.290
11,953.110,-298.920
12,996.762,10.654
13,924.975,362.076
14,-240.623,968.823
15,370.048,604.151
16,-478.944,183.774
17,-986.762,132.146
18,-830.358,555.991
19,-660.011,-237.167
20,-752.272,-538.933
21,-525.536,-847.649
22,680.607,20.980
23,397.409,917.639
24,-238.587,-966.747
