turbine_id,x_m,y_m
1,-113.201,321.950
2,-432.285,354.974
3,-489.286,871.787
4,571.979,-437.495
5,694.345,60.515
6,-747.375,-655.060
7,-333.463,-294.457
8,-248.345,-967.799
9,998.713,13.275
10,59.847,-986.077
11,-147.036,922.992
12,-645.347,-283.750
13,724.082,689.700
14,311.054,317.576
15,-434.020,-665.814
16,495.384,-868.554
17,-964.640,-262.645
18,474.589,878.052
19,884.634,-464.376
20,-923.369,383.763
21,-998.972,44.637
22,732.134,368.726
23,-124.026,-649.649
24,169.679,946.059
