turbine_id,x_m,y_m
1,-700.953,-19.893
2,-456.871,286.415
3,-538.946,593.830
4,459.558,47.273
5,761.183,-63.057
6,-735.201,-647.228
7,-248.708,-207.666
8,-370.362,-928.748
9,989.304,145.661
10,109.441,-993.893
11,-236.437,971.421
12,-623.820,-318.185
13,664.925,746.824
14,230.486,328.471
15,-313.903,-570.877
16,543.057,-839.498
17,-104.778,201.966
18,95.779,875.522
19,926.158,-338.201
20,-888.004,459.369
21,-997.173,74.749
22,611.189,442.790
23,367.064,-406.464
24,-166.806,657.896
