Radius,Turbines,Seed,Algorithm,WakeLoss,EnergyProduction,Runtime,RuntimeSingleRun,Evaluations,ObjectiveCalls,SurrogateInferences,SurrogateTrainPasses,Iterations,GateAdmissionRate,Dataset,Coordinates,Feasible308m
500,4,3,PSO,107.1472597806132,56075.80234021939,0.0094420726100603,,3030,3030,0,0,100,0,1,271.08043586313676 363.2215235031862;37.42558878138115 -494.90660066153714;-193.96840973370112 347.33037380481954;-441.5769420823879 -117.01526289834932,True
500,4,4,PSO,90.697106273823,56092.25249372618,0.0094420726100603,,3030,3030,0,0,100,0,1,346.5455959525136 319.234810254214;-456.64409254831315 -155.34657407138909;-266.6716322364689 414.89393095593977;145.9594495713682 -434.62050188316846,True
500,4,5,PSO,118.5194563631376,56064.43014363686,0.0094420726100603,,3030,3030,0,0,100,0,1,-474.9563735220458 -146.74256249830214;433.38234450804316 -234.30034904228916;52.41411606267297 -417.428750480887;-144.37761660157807 333.98399003087155,True
500,4,6,PSO,98.40224614387262,56084.54735385613,0.0094420726100603,,3030,3030,0,0,100,0,1,-342.60873478959337 -359.9277139916543;93.15885759095364 -454.8106340824759;384.87094246075736 298.19981606416053;-163.0592220667405 309.99760044545195,True
500,4,7,PSO,115.7181631809362,56067.23143681906,0.0094420726100603,,3030,3030,0,0,100,0,1,-450.0525143774294 -181.9024563111021;323.76334424612764 374.52037511401545;111.19697656636133 -405.47242622160724;-202.04037356630255 386.78363074474646,True
500,4,8,PSO,101.3738172691301,56081.57578273087,0.0094420726100603,,3030,3030,0,0,100,0,1,204.99579959471507 -453.4503936272845;429.42390171019986 18.924261276591608;-426.50545601334113 -87.77125752423142;-33.36054625871347 468.7709925135373,True
500,4,9,PSO,93.29640549659962,56089.6531945034,0.0094420726100603,,3030,3030,0,0,100,0,1,-438.78539799286943 -73.53417453551168;467.3055367308117 121.59478464425673;-149.73685546630912 476.8427811420438;100.20729937560242 -450.4019756459084,True
500,4,10,PSO,106.1682561599009,56076.7813438401,0.0094420726100603,,3030,3030,0,0,100,0,1,227.64424868357725 -355.83258707777986;443.70627614481316 89.38298720922299;-283.1240436241959 -335.6483796087168;-79.1625395891799 447.7720121758503,True
500,4,11,PSO,112.4424838296181,56070.50711617038,0.0094420726100603,,3030,3030,0,0,100,0,1,29.200342175109597 434.6699066571015;-206.77118020758857 -425.4992635484512;477.3859974800645 -64.79189806146223;-456.98322852408626 173.52113021516578,True
500,4,12,PSO,127.237529599639,56055.71207040036,0.0094420726100603,,3030,3030,0,0,100,0,1,435.39233922548146 -240.5484883148389;-214.3576091356035 -361.94755313170066;-370.4258608493906 150.97392313423023;17.59953935966898 467.2014340176438,True
500,4,13,PSO,90.47677628511885,56092.47282371488,0.0094420726100603,,3030,3030,0,0,100,0,1,-387.302925929887 227.74491776573058;435.1468266590164 194.80786391294424;-153.93603555640246 -398.7938885084694;252.28252027850442 -417.2994283030282,True
