turbine_id,x_m,y_m
1,856.057,-515.578
2,-621.497,-405.071
3,-919.328,-50.528
4,-31.677,949.569
5,617.426,352.502
6,367.879,-929.728
7,199.087,-479.424
8,-357.596,-929.715
9,387.452,921.520
10,-820.337,571.768
11,225.824,304.204
12,-702.449,-707.077
13,529.727,-505.836
14,696.793,36.268
15,-87.541,637.554
16,654.577,755.387
17,999.028,-30.934
18,-128.899,311.119
19,-881.611,259.590
20,-930.222,-361.809
21,-50.139,-995.358
22,-339.759,939.088
23,930.015,363.107
24,-346.547,-617.583
