turbine_id,x_m,y_m
1,880.292,-474.344
2,-643.840,-324.606
3,-926.459,4.235
4,28.097,975.345
5,663.896,275.037
6,427.921,-903.509
7,-324.586,-618.771
8,-357.376,-929.043
9,464.360,884.584
10,-777.042,626.414
11,497.055,-496.895
12,-726.195,-679.895
13,749.637,604.313
14,502.667,-185.971
15,-108.909,635.768
16,437.895,577.203
17,992.921,-75.150
18,-154.558,317.549
19,-864.021,324.450
20,-952.900,-302.879
21,-54.082,-993.463
22,-283.515,958.883
23,970.171,242.212
24,-302.858,-309.235
